价格 价差 真实标签 预测标签 原仓位 预测仓位
5088.40 -0.60 -2.00 -2.00 -1.00 -1.00
5087.80 -25.00 -2.00 -2.00 -1.00 -1.00
5062.80 7.60 -2.00 -2.00 -1.00 -1.00
5070.40 -3.00 -2.00 -2.00 -1.00 -1.00
5067.40 5.60 -2.00 -2.00 -1.00 -1.00
5073.00 -4.00 -2.00 -2.00 -1.00 -1.00
5069.00 -12.00 -2.00 -2.00 -1.00 -1.00
5057.00 4.80 -2.00 -2.00 -1.00 -1.00
5061.80 -1.00 -2.00 -2.00 -1.00 -1.00
5060.80 2.40 -2.00 -2.00 -1.00 -1.00
5063.20 -8.00 -2.00 -2.00 -1.00 -1.00
5055.20 -1.40 -2.00 -2.00 -1.00 -1.00
5053.80 -0.60 -2.00 -2.00 -1.00 -1.00
5053.20 -5.00 -2.00 -2.00 -1.00 -1.00
5048.20 1.40 -2.00 -2.00 -1.00 -1.00
5049.60 -4.20 -2.00 -2.00 -1.00 -1.00
5045.40 2.60 -2.00 -2.00 -1.00 -1.00
5048.00 1.80 -2.00 -2.00 -1.00 -1.00
5049.80 -6.40 -2.00 -2.00 -1.00 -1.00
5043.40 -4.60 -2.00 -2.00 -1.00 -1.00
5038.80 2.80 0.00 0.00 0.00 0.00
5041.60 -2.40 -2.00 -2.00 -1.00 -1.00
5039.20 -3.20 0.00 0.00 0.00 0.00
5036.00 0.40 2.00 2.00 1.00 1.00
5036.40 6.20 1.00 1.00 0.50 0.50
5042.60 0.60 -2.00 -2.00 -1.00 -1.00
5043.20 1.00 -2.00 -2.00 -1.00 -1.00
5044.20 -2.80 -2.00 -2.00 -1.00 -1.00
5041.40 0.40 -2.00 -2.00 -1.00 -1.00
5041.80 -4.00 -2.00 -2.00 -1.00 -1.00
5037.80 1.80 -2.00 -2.00 -1.00 -1.00
5039.60 -4.40 -2.00 -2.00 -1.00 -1.00
5035.20 -0.80 -2.00 -2.00 -1.00 -1.00
5034.40 -1.00 -2.00 -2.00 -1.00 -1.00
5033.40 2.20 -2.00 -2.00 -1.00 -1.00
5035.60 -3.20 -2.00 -2.00 -1.00 -1.00
5032.40 -5.20 -2.00 -2.00 -1.00 -1.00
5027.20 -1.40 -1.00 -1.00 -0.50 -0.50
5025.80 2.00 0.00 0.00 0.00 0.00
5027.80 0.20 -2.00 -2.00 -1.00 -1.00
5028.00 -4.00 -2.00 -2.00 -1.00 -1.00
5024.00 -2.60 1.00 1.00 0.50 0.50
5021.40 3.40 2.00 2.00 1.00 1.00
5024.80 -0.60 0.00 0.00 0.00 0.00
5024.20 2.60 1.00 1.00 0.50 0.50
5026.80 1.60 0.00 0.00 0.00 0.00
5028.40 -2.40 -2.00 -2.00 -1.00 -1.00
5026.00 0.20 0.00 0.00 0.00 0.00
5026.20 0.00 0.00 0.00 0.00 0.00
5026.20 -1.60 -1.00 -1.00 -0.50 -0.50
5024.60 1.80 0.00 0.00 0.00 0.00
5026.40 -4.60 -2.00 -2.00 -1.00 -1.00
5021.80 1.80 1.00 1.00 0.50 0.50
5023.60 2.20 0.00 0.00 0.00 0.00
5025.80 0.20 -2.00 -2.00 -1.00 -1.00
5026.00 -0.20 -2.00 -2.00 -1.00 -1.00
5025.80 2.20 -2.00 -2.00 -1.00 -1.00
5028.00 -2.40 -2.00 -2.00 -1.00 -1.00
5025.60 2.20 -2.00 -2.00 -1.00 -1.00
5027.80 -2.80 -2.00 -2.00 -1.00 -1.00
5025.00 -2.60 -2.00 -2.00 -1.00 -1.00
5022.40 -4.60 0.00 0.00 0.00 0.00
5017.80 -1.40 2.00 2.00 1.00 1.00
5016.40 1.20 2.00 2.00 1.00 1.00
5017.60 2.20 2.00 2.00 1.00 1.00
5019.80 1.60 2.00 2.00 1.00 1.00
5021.40 3.20 1.00 1.00 0.50 0.50
5024.60 0.80 -1.00 -1.00 -0.50 -0.50
5025.40 1.00 -2.00 -2.00 -1.00 -1.00
5026.40 -2.00 -2.00 -2.00 -1.00 -1.00
5024.40 1.80 -1.00 -1.00 -0.50 -0.50
5026.20 -2.00 -2.00 -2.00 -1.00 -1.00
5024.20 -1.80 0.00 0.00 0.00 0.00
5022.40 -3.80 0.00 0.00 0.00 0.00
5018.60 1.20 2.00 2.00 1.00 1.00
5019.80 -0.80 2.00 2.00 1.00 1.00
5019.00 -0.20 2.00 2.00 1.00 1.00
5018.80 4.40 2.00 2.00 1.00 1.00
5023.20 0.00 1.00 1.00 0.50 0.50
5023.20 1.00 1.00 1.00 0.50 0.50
5024.20 3.40 0.00 0.00 0.00 0.00
5027.60 -2.80 -2.00 -2.00 -1.00 -1.00
5024.80 0.40 -1.00 -1.00 -0.50 -0.50
5025.20 1.60 -2.00 -2.00 -1.00 -1.00
5026.80 0.20 -2.00 -2.00 -1.00 -1.00
5027.00 -0.20 -2.00 -2.00 -1.00 -1.00
5026.80 -4.80 -2.00 -2.00 -1.00 -1.00
5022.00 2.00 0.00 0.00 0.00 0.00
5024.00 -0.20 -1.00 -1.00 -0.50 -0.50
5023.80 0.40 -1.00 -1.00 -0.50 -0.50
5024.20 -1.20 -1.00 -1.00 -0.50 -0.50
5023.00 -0.80 0.00 0.00 0.00 0.00
5022.20 -2.20 0.00 0.00 0.00 0.00
5020.00 -2.80 2.00 2.00 1.00 1.00
5017.20 1.20 2.00 2.00 1.00 1.00
5018.40 3.00 2.00 2.00 1.00 1.00
5021.40 -0.20 2.00 2.00 1.00 1.00
5021.20 -0.20 2.00 2.00 1.00 1.00
5021.00 3.40 2.00 2.00 1.00 1.00
5024.40 -0.40 0.00 0.00 0.00 0.00
5024.00 3.20 0.00 0.00 0.00 0.00
5027.20 -0.20 -2.00 -2.00 -1.00 -1.00
5027.00 -0.80 -2.00 -2.00 -1.00 -1.00
5026.20 0.60 -2.00 -2.00 -1.00 -1.00
5026.80 -1.40 -2.00 -2.00 -1.00 -1.00
5025.40 0.20 -1.00 -1.00 -0.50 -0.50
5025.60 -2.40 -2.00 -2.00 -1.00 -1.00
5023.20 0.80 0.00 0.00 0.00 0.00
5024.00 0.60 0.00 0.00 0.00 0.00
5024.60 -1.60 -1.00 -1.00 -0.50 -0.50
5023.00 2.40 0.00 0.00 0.00 0.00
5025.40 -2.20 -1.00 -1.00 -0.50 -0.50
5023.20 -0.40 0.00 0.00 0.00 0.00
5022.80 -0.20 1.00 1.00 0.50 0.50
5022.60 -2.40 1.00 1.00 0.50 0.50
5020.20 2.60 2.00 2.00 1.00 1.00
5022.80 1.00 2.00 2.00 1.00 1.00
5023.80 -0.60 1.00 1.00 0.50 0.50
5023.20 1.80 2.00 2.00 1.00 1.00
5025.00 -1.00 0.00 0.00 0.00 0.00
5024.00 0.00 1.00 1.00 0.50 0.50
5024.00 -3.00 1.00 1.00 0.50 0.50
5021.00 6.20 2.00 2.00 1.00 1.00
5027.20 0.80 -1.00 -1.00 -0.50 -0.50
5028.00 -1.60 -2.00 -2.00 -1.00 -1.00
5026.40 -0.20 -1.00 -1.00 -0.50 -0.50
5026.20 -2.20 -1.00 -1.00 -0.50 -0.50
5024.00 3.00 0.00 0.00 0.00 0.00
5027.00 0.60 -2.00 -2.00 -1.00 -1.00
5027.60 -0.40 -2.00 -2.00 -1.00 -1.00
5027.20 -0.60 -2.00 -2.00 -1.00 -1.00
5026.60 -1.00 -1.00 -1.00 -0.50 -0.50
5025.60 -1.40 -1.00 -1.00 -0.50 -0.50
5024.20 -1.20 0.00 0.00 0.00 0.00
5023.00 0.20 1.00 1.00 0.50 0.50
5023.20 -0.20 1.00 1.00 0.50 0.50
5023.00 -0.80 1.00 1.00 0.50 0.50
5022.20 1.20 1.00 1.00 0.50 0.50
5023.40 -0.20 0.00 0.00 0.00 0.00
5023.20 4.00 0.00 0.00 0.00 0.00
5027.20 -1.00 -2.00 -2.00 -1.00 -1.00
5026.20 0.60 -2.00 -2.00 -1.00 -1.00
5026.80 0.20 -2.00 -2.00 -1.00 -1.00
5027.00 -2.00 -2.00 -2.00 -1.00 -1.00
5025.00 -1.40 -2.00 -2.00 -1.00 -1.00
5023.60 0.00 -2.00 -2.00 -1.00 -1.00
5023.60 0.00 -2.00 -2.00 -1.00 -1.00
5023.60 -1.00 -2.00 -2.00 -1.00 -1.00
5022.60 -1.20 -2.00 -2.00 -1.00 -1.00
5021.40 0.40 -2.00 -2.00 -1.00 -1.00
5021.80 -0.80 -2.00 -2.00 -1.00 -1.00
5021.00 -0.80 -2.00 -2.00 -1.00 -1.00
5020.20 -0.80 -2.00 -2.00 -1.00 -1.00
5019.40 -3.20 -2.00 -2.00 -1.00 -1.00
5016.20 0.80 -2.00 -2.00 -1.00 -1.00
5017.00 -1.60 -2.00 -2.00 -1.00 -1.00
5015.40 -3.80 -2.00 -2.00 -1.00 -1.00
5011.60 -2.60 -1.00 -1.00 -0.50 -0.50
5009.00 4.00 0.00 0.00 0.00 0.00
5013.00 -1.00 -2.00 -2.00 -1.00 -1.00
5012.00 -2.00 -2.00 -2.00 -1.00 -1.00
5010.00 0.00 0.00 0.00 0.00 0.00
5010.00 -0.60 0.00 0.00 0.00 0.00
5009.40 2.00 0.00 0.00 0.00 0.00
5011.40 0.80 -1.00 -1.00 -0.50 -0.50
5012.20 -1.00 -2.00 -2.00 -1.00 -1.00
5011.20 -2.40 -1.00 -1.00 -0.50 -0.50
5008.80 -0.60 1.00 1.00 0.50 0.50
5008.20 -0.80 1.00 1.00 0.50 0.50
5007.40 2.60 2.00 2.00 1.00 1.00
5010.00 -2.60 0.00 0.00 0.00 0.00
5007.40 -1.80 2.00 2.00 1.00 1.00
5005.60 2.00 2.00 2.00 1.00 1.00
5007.60 1.00 2.00 2.00 1.00 1.00
5008.60 2.40 2.00 2.00 1.00 1.00
5011.00 1.00 0.00 0.00 0.00 0.00
5012.00 -0.20 0.00 0.00 0.00 0.00
5011.80 2.20 0.00 0.00 0.00 0.00
5014.00 0.20 -2.00 -2.00 -1.00 -1.00
5014.20 -1.00 -2.00 -2.00 -1.00 -1.00
5013.20 -2.60 -1.00 -1.00 -0.50 -0.50
5010.60 -1.60 0.00 0.00 0.00 0.00
5009.00 2.40 2.00 2.00 1.00 1.00
5011.40 1.00 0.00 0.00 0.00 0.00
5012.40 -0.60 0.00 0.00 0.00 0.00
5011.80 0.60 0.00 0.00 0.00 0.00
5012.40 -2.00 0.00 0.00 0.00 0.00
5010.40 -1.20 1.00 1.00 0.50 0.50
5009.20 2.20 2.00 2.00 1.00 1.00
5011.40 1.60 2.00 2.00 1.00 1.00
5013.00 -0.60 1.00 1.00 0.50 0.50
5012.40 -0.20 2.00 2.00 1.00 1.00
5012.20 -0.40 2.00 2.00 1.00 1.00
5011.80 0.40 2.00 2.00 1.00 1.00
5012.20 0.40 2.00 2.00 1.00 1.00
5012.60 -0.60 2.00 2.00 1.00 1.00
5012.00 -0.80 2.00 2.00 1.00 1.00
5011.20 -1.20 2.00 2.00 1.00 1.00
5010.00 1.60 2.00 2.00 1.00 1.00
5011.60 4.80 2.00 2.00 1.00 1.00
5016.40 3.20 2.00 2.00 1.00 1.00
5019.60 3.40 2.00 2.00 1.00 1.00
5023.00 0.20 2.00 2.00 1.00 1.00
5023.20 -1.00 2.00 2.00 1.00 1.00
5022.20 5.00 2.00 2.00 1.00 1.00
5027.20 1.80 1.00 1.00 0.50 0.50
5029.00 3.60 0.00 0.00 0.00 0.00
5032.60 -3.60 -2.00 -2.00 -1.00 -1.00
5029.00 -1.40 -1.00 -1.00 -0.50 -0.50
5027.60 1.80 0.00 0.00 0.00 0.00
5029.40 -1.00 -2.00 -2.00 -1.00 -1.00
5028.40 0.80 -2.00 -2.00 -1.00 -1.00
5029.20 -1.60 -2.00 -2.00 -1.00 -1.00
5027.60 0.40 -2.00 -2.00 -1.00 -1.00
5028.00 -0.40 -2.00 -2.00 -1.00 -1.00
5027.60 0.40 -2.00 -2.00 -1.00 -1.00
5028.00 -1.60 -2.00 -2.00 -1.00 -1.00
5026.40 0.20 -2.00 -2.00 -1.00 -1.00
5026.60 -1.40 -2.00 -2.00 -1.00 -1.00
5025.20 -0.40 -2.00 -2.00 -1.00 -1.00
5024.80 2.00 -2.00 -2.00 -1.00 -1.00
5026.80 -2.40 -2.00 -2.00 -1.00 -1.00
5024.40 -3.00 -2.00 -2.00 -1.00 -1.00
5021.40 -1.40 0.00 0.00 0.00 0.00
5020.00 -2.40 1.00 1.00 0.50 0.50
5017.60 1.40 2.00 2.00 1.00 1.00
5019.00 2.00 2.00 2.00 1.00 1.00
5021.00 0.80 1.00 1.00 0.50 0.50
5021.80 -0.20 0.00 0.00 0.00 0.00
5021.60 0.80 -1.00 -1.00 -0.50 -0.50
5022.40 1.20 -2.00 -2.00 -1.00 -1.00
5023.60 -0.20 -2.00 -2.00 -1.00 -1.00
5023.40 -1.40 -2.00 -2.00 -1.00 -1.00
5022.00 1.20 -2.00 -2.00 -1.00 -1.00
5023.20 1.20 -2.00 -2.00 -1.00 -1.00
5024.40 -1.60 -2.00 -2.00 -1.00 -1.00
5022.80 1.00 -2.00 -2.00 -1.00 -1.00
5023.80 0.40 -2.00 -2.00 -1.00 -1.00
5024.20 -2.60 -2.00 -2.00 -1.00 -1.00
5021.60 -8.60 0.00 0.00 0.00 0.00
5013.00 2.00 2.00 2.00 1.00 1.00
5015.00 -12.00 2.00 2.00 1.00 1.00
5003.00 2.80 2.00 2.00 1.00 1.00
5005.80 -10.40 2.00 2.00 1.00 1.00
4995.40 17.80 2.00 2.00 1.00 1.00
5013.20 15.60 2.00 2.00 1.00 1.00
5028.80 6.00 2.00 2.00 1.00 1.00
5034.80 1.60 -2.00 -2.00 -1.00 -1.00
5036.40 -0.80 -2.00 -2.00 -1.00 -1.00
5035.60 -2.60 -2.00 -2.00 -1.00 -1.00
5033.00 0.80 -2.00 -2.00 -1.00 -1.00
5033.80 -1.80 -2.00 -2.00 -1.00 -1.00
5032.00 4.00 -2.00 -2.00 -1.00 -1.00
5036.00 -0.20 -2.00 -2.00 -1.00 -1.00
5035.80 1.20 -2.00 -2.00 -1.00 -1.00
5037.00 -4.20 -2.00 -2.00 -1.00 -1.00
5032.80 -7.60 -2.00 -2.00 -1.00 -1.00
5025.20 6.20 -2.00 -2.00 -1.00 -1.00
5031.40 -4.20 -2.00 -2.00 -1.00 -1.00
5027.20 -2.20 -2.00 -2.00 -1.00 -1.00
5025.00 -4.80 -2.00 -2.00 -1.00 -1.00
5020.20 -3.20 -2.00 -2.00 -1.00 -1.00
5017.00 -1.80 -2.00 -2.00 -1.00 -1.00
5015.20 -3.40 -2.00 -2.00 -1.00 -1.00
5011.80 -3.40 -2.00 -2.00 -1.00 -1.00
5008.40 1.00 -2.00 -2.00 -1.00 -1.00
5009.40 3.40 -2.00 -2.00 -1.00 -1.00
5012.80 -4.80 -2.00 -2.00 -1.00 -1.00
5008.00 -6.20 -2.00 -2.00 -1.00 -1.00
5001.80 -3.60 -2.00 -2.00 -1.00 -1.00
4998.20 -10.20 -2.00 -2.00 -1.00 -1.00
4988.00 -0.60 -1.00 -1.00 -0.50 -0.50
4987.40 0.00 0.00 0.00 0.00 0.00
4987.40 -6.20 -1.00 -1.00 -0.50 -0.50
4981.20 7.40 2.00 2.00 1.00 1.00
4988.60 -1.00 -1.00 -1.00 -0.50 -0.50
4987.60 -3.80 -1.00 -1.00 -0.50 -0.50
4983.80 1.60 2.00 2.00 1.00 1.00
4985.40 -3.00 0.00 0.00 0.00 0.00
4982.40 8.20 2.00 2.00 1.00 1.00
4990.60 1.20 -2.00 -2.00 -1.00 -1.00
4991.80 -2.60 -2.00 -2.00 -1.00 -1.00
4989.20 -2.20 -2.00 -2.00 -1.00 -1.00
4987.00 -2.00 -2.00 -2.00 -1.00 -1.00
4985.00 -0.20 0.00 0.00 0.00 0.00
4984.80 -0.40 0.00 0.00 0.00 0.00
4984.40 3.60 0.00 0.00 0.00 0.00
4988.00 -3.60 -2.00 -2.00 -1.00 -1.00
4984.40 1.40 -1.00 -1.00 -0.50 -0.50
4985.80 -3.80 -2.00 -2.00 -1.00 -1.00
4982.00 1.60 0.00 0.00 0.00 0.00
4983.60 -1.40 -1.00 -1.00 -0.50 -0.50
4982.20 -4.20 0.00 0.00 0.00 0.00
4978.00 5.40 2.00 2.00 1.00 1.00
4983.40 1.60 -2.00 -2.00 -1.00 -1.00
4985.00 2.00 -2.00 -2.00 -1.00 -1.00
4987.00 -1.20 -2.00 -2.00 -1.00 -1.00
4985.80 -2.80 -2.00 -2.00 -1.00 -1.00
4983.00 -4.60 -2.00 -2.00 -1.00 -1.00
4978.40 4.20 -1.00 -1.00 -0.50 -0.50
4982.60 -2.00 -2.00 -2.00 -1.00 -1.00
4980.60 1.40 -2.00 -2.00 -1.00 -1.00
4982.00 -2.60 -2.00 -2.00 -1.00 -1.00
4979.40 -3.40 -2.00 -2.00 -1.00 -1.00
4976.00 2.20 -2.00 -2.00 -1.00 -1.00
4978.20 0.40 -2.00 -2.00 -1.00 -1.00
4978.60 -3.60 -2.00 -2.00 -1.00 -1.00
4975.00 3.40 -2.00 -2.00 -1.00 -1.00
4978.40 -3.40 -2.00 -2.00 -1.00 -1.00
4975.00 0.00 -2.00 -2.00 -1.00 -1.00
4975.00 -3.20 -2.00 -2.00 -1.00 -1.00
4971.80 -1.80 0.00 0.00 0.00 0.00
4970.00 0.80 1.00 1.00 0.50 0.50
4970.80 -3.60 0.00 0.00 0.00 0.00
4967.20 0.00 2.00 2.00 1.00 1.00
4967.20 1.40 2.00 2.00 1.00 1.00
4968.60 4.20 1.00 1.00 0.50 0.50
4972.80 3.00 -2.00 -2.00 -1.00 -1.00
4975.80 -0.40 -2.00 -2.00 -1.00 -1.00
4975.40 -0.60 -2.00 -2.00 -1.00 -1.00
4974.80 -3.00 -2.00 -2.00 -1.00 -1.00
4971.80 1.20 -2.00 -2.00 -1.00 -1.00
4973.00 -1.60 -2.00 -2.00 -1.00 -1.00
4971.40 -1.60 -2.00 -2.00 -1.00 -1.00
4969.80 -1.00 -2.00 -2.00 -1.00 -1.00
4968.80 -2.60 -2.00 -2.00 -1.00 -1.00
4966.20 -3.40 -2.00 -2.00 -1.00 -1.00
4962.80 -1.20 -2.00 -2.00 -1.00 -1.00
4961.60 2.60 -2.00 -2.00 -1.00 -1.00
4964.20 -4.20 -2.00 -2.00 -1.00 -1.00
4960.00 -1.80 -2.00 -2.00 -1.00 -1.00
4958.20 6.00 -1.00 -1.00 -0.50 -0.50
4964.20 -1.00 -2.00 -2.00 -1.00 -1.00
4963.20 -0.80 -2.00 -2.00 -1.00 -1.00
4962.40 -6.80 -2.00 -2.00 -1.00 -1.00
4955.60 3.00 -1.00 -1.00 -0.50 -0.50
4958.60 -0.60 -2.00 -2.00 -1.00 -1.00
4958.00 -0.20 -2.00 -2.00 -1.00 -1.00
4957.80 1.60 -2.00 -2.00 -1.00 -1.00
4959.40 -5.00 -2.00 -2.00 -1.00 -1.00
4954.40 -1.80 -2.00 -2.00 -1.00 -1.00
4952.60 0.60 0.00 0.00 0.00 0.00
4953.20 -4.40 0.00 0.00 0.00 0.00
4948.80 1.20 2.00 2.00 1.00 1.00
4950.00 3.40 2.00 2.00 1.00 1.00
4953.40 -0.80 1.00 1.00 0.50 0.50
4952.60 -2.20 2.00 2.00 1.00 1.00
4950.40 0.80 2.00 2.00 1.00 1.00
4951.20 0.60 2.00 2.00 1.00 1.00
4951.80 -0.60 2.00 2.00 1.00 1.00
4951.20 4.20 2.00 2.00 1.00 1.00
4955.40 -1.00 2.00 2.00 1.00 1.00
4954.40 -2.00 2.00 2.00 1.00 1.00
4952.40 4.00 2.00 2.00 1.00 1.00
4956.40 -2.00 1.00 1.00 0.50 0.50
4954.40 2.80 2.00 2.00 1.00 1.00
4957.20 4.20 1.00 1.00 0.50 0.50
4961.40 -1.40 -2.00 -2.00 -1.00 -1.00
4960.00 0.60 0.00 0.00 0.00 0.00
4960.60 -4.20 -1.00 -1.00 -0.50 -0.50
4956.40 5.60 2.00 2.00 1.00 1.00
4962.00 -1.00 -1.00 -1.00 -0.50 -0.50
4961.00 -0.80 0.00 0.00 0.00 0.00
4960.20 -4.20 0.00 0.00 0.00 0.00
4956.00 1.00 2.00 2.00 1.00 1.00
4957.00 -0.60 2.00 2.00 1.00 1.00
4956.40 0.00 2.00 2.00 1.00 1.00
4956.40 -0.80 2.00 2.00 1.00 1.00
4955.60 7.80 2.00 2.00 1.00 1.00
4963.40 0.80 2.00 2.00 1.00 1.00
4964.20 -2.40 2.00 2.00 1.00 1.00
4961.80 -1.60 2.00 2.00 1.00 1.00
4960.20 3.00 2.00 2.00 1.00 1.00
4963.20 0.20 2.00 2.00 1.00 1.00
4963.40 -0.20 2.00 2.00 1.00 1.00
4963.20 2.60 2.00 2.00 1.00 1.00
4965.80 0.20 2.00 2.00 1.00 1.00
4966.00 0.80 2.00 2.00 1.00 1.00
4966.80 1.60 2.00 2.00 1.00 1.00
4968.40 6.60 1.00 1.00 0.50 0.50
4975.00 -0.40 -2.00 -2.00 -1.00 -1.00
4974.60 -2.60 -2.00 -2.00 -1.00 -1.00
4972.00 -1.60 -2.00 -2.00 -1.00 -1.00
4970.40 -0.20 -2.00 -2.00 -1.00 -1.00
4970.20 -1.00 -2.00 -2.00 -1.00 -1.00
4969.20 -1.00 -2.00 -2.00 -1.00 -1.00
4968.20 0.00 -2.00 -2.00 -1.00 -1.00
4968.20 -0.60 -2.00 -2.00 -1.00 -1.00
4967.60 1.40 -2.00 -2.00 -1.00 -1.00
4969.00 -1.60 -2.00 -2.00 -1.00 -1.00
4967.40 -1.80 -2.00 -2.00 -1.00 -1.00
4965.60 2.00 -2.00 -2.00 -1.00 -1.00
4967.60 -2.40 -2.00 -2.00 -1.00 -1.00
4965.20 -1.40 -2.00 -2.00 -1.00 -1.00
4963.80 -0.20 -2.00 -2.00 -1.00 -1.00
4963.60 0.00 -2.00 -2.00 -1.00 -1.00
4963.60 -2.80 -2.00 -2.00 -1.00 -1.00
4960.80 0.40 -2.00 -2.00 -1.00 -1.00
4961.20 -0.80 -2.00 -2.00 -1.00 -1.00
4960.40 -1.60 -2.00 -2.00 -1.00 -1.00
4958.80 -1.40 -2.00 -2.00 -1.00 -1.00
4957.40 2.60 -1.00 -1.00 -0.50 -0.50
4960.00 -1.00 -2.00 -2.00 -1.00 -1.00
4959.00 -0.80 -2.00 -2.00 -1.00 -1.00
4958.20 -2.80 -2.00 -2.00 -1.00 -1.00
4955.40 1.00 -1.00 -1.00 -0.50 -0.50
4956.40 -0.40 -2.00 -2.00 -1.00 -1.00
4956.00 -2.00 -2.00 -2.00 -1.00 -1.00
4954.00 0.00 -1.00 -1.00 -0.50 -0.50
4954.00 -0.40 -2.00 -2.00 -1.00 -1.00
4953.60 -0.60 -2.00 -2.00 -1.00 -1.00
4953.00 0.20 -2.00 -2.00 -1.00 -1.00
4953.20 1.00 -2.00 -2.00 -1.00 -1.00
4954.20 3.40 -2.00 -2.00 -1.00 -1.00
4957.60 -2.40 -2.00 -2.00 -1.00 -1.00
4955.20 -1.40 -2.00 -2.00 -1.00 -1.00
4953.80 -0.80 -2.00 -2.00 -1.00 -1.00
4953.00 -4.80 -2.00 -2.00 -1.00 -1.00
4948.20 2.20 2.00 2.00 1.00 1.00
4950.40 -1.40 0.00 0.00 0.00 0.00
4949.00 -3.60 0.00 0.00 0.00 0.00
4945.40 1.20 2.00 2.00 1.00 1.00
4946.60 -0.80 1.00 1.00 0.50 0.50
4945.80 2.20 2.00 2.00 1.00 1.00
4948.00 4.80 0.00 0.00 0.00 0.00
4952.80 1.00 -2.00 -2.00 -1.00 -1.00
4953.80 -1.00 -2.00 -2.00 -1.00 -1.00
4952.80 4.80 -2.00 -2.00 -1.00 -1.00
4957.60 -2.40 -2.00 -2.00 -1.00 -1.00
4955.20 -4.40 -2.00 -2.00 -1.00 -1.00
4950.80 -1.60 -1.00 -1.00 -0.50 -0.50
4949.20 -9.20 0.00 0.00 0.00 0.00
4940.00 -1.40 2.00 2.00 1.00 1.00
4938.60 1.80 2.00 2.00 1.00 1.00
4940.40 5.20 2.00 2.00 1.00 1.00
4945.60 2.20 2.00 2.00 1.00 1.00
4947.80 2.40 2.00 2.00 1.00 1.00
4950.20 5.00 2.00 2.00 1.00 1.00
4955.20 0.40 0.00 0.00 0.00 0.00
4955.60 -2.80 0.00 0.00 0.00 0.00
4952.80 2.40 1.00 1.00 0.50 0.50
4955.20 -1.00 -1.00 -1.00 -0.50 -0.50
4954.20 5.60 0.00 0.00 0.00 0.00
4959.80 -5.20 -2.00 -2.00 -1.00 -1.00
4954.60 3.00 -2.00 -2.00 -1.00 -1.00
4957.60 -2.20 -2.00 -2.00 -1.00 -1.00
4955.40 2.20 -2.00 -2.00 -1.00 -1.00
4957.60 -1.40 -2.00 -2.00 -1.00 -1.00
4956.20 -3.60 -2.00 -2.00 -1.00 -1.00
4952.60 2.40 -2.00 -2.00 -1.00 -1.00
4955.00 1.00 -2.00 -2.00 -1.00 -1.00
4956.00 -6.40 -2.00 -2.00 -1.00 -1.00
4949.60 -1.80 -2.00 -2.00 -1.00 -1.00
4947.80 -0.80 -2.00 -2.00 -1.00 -1.00
4947.00 2.00 -2.00 -2.00 -1.00 -1.00
4949.00 -3.00 -2.00 -2.00 -1.00 -1.00
4946.00 -0.80 -2.00 -2.00 -1.00 -1.00
4945.20 -1.20 -2.00 -2.00 -1.00 -1.00
4944.00 -5.00 -2.00 -2.00 -1.00 -1.00
4939.00 4.40 2.00 2.00 1.00 1.00
4943.40 -2.40 0.00 0.00 0.00 0.00
4941.00 1.20 2.00 2.00 1.00 1.00
4942.20 -2.00 2.00 2.00 1.00 1.00
4940.20 -2.40 2.00 2.00 1.00 1.00
4937.80 -1.00 2.00 2.00 1.00 1.00
4936.80 2.40 2.00 2.00 1.00 1.00
4939.20 2.00 2.00 2.00 1.00 1.00
4941.20 0.00 2.00 2.00 1.00 1.00
4941.20 1.60 2.00 2.00 1.00 1.00
4942.80 2.00 2.00 2.00 1.00 1.00
4944.80 2.20 2.00 2.00 1.00 1.00
4947.00 1.80 2.00 2.00 1.00 1.00
4948.80 4.00 2.00 2.00 1.00 1.00
4952.80 -1.00 2.00 2.00 1.00 1.00
4951.80 2.00 2.00 2.00 1.00 1.00
4953.80 2.80 2.00 2.00 1.00 1.00
4956.60 -4.40 2.00 2.00 1.00 1.00
4952.20 18.60 2.00 2.00 1.00 1.00
4970.80 2.80 -1.00 -1.00 -0.50 -0.50
4973.60 -1.60 -2.00 -2.00 -1.00 -1.00
4972.00 -2.80 -2.00 -2.00 -1.00 -1.00
4969.20 -4.00 0.00 0.00 0.00 0.00
4965.20 7.20 2.00 2.00 1.00 1.00
4972.40 3.40 -1.00 -1.00 -0.50 -0.50
4975.80 -5.20 -2.00 -2.00 -1.00 -1.00
4970.60 5.80 0.00 0.00 0.00 0.00
4976.40 -8.80 -2.00 -2.00 -1.00 -1.00
4967.60 -0.80 2.00 2.00 1.00 1.00
4966.80 -3.40 2.00 2.00 1.00 1.00
4963.40 1.40 2.00 2.00 1.00 1.00
4964.80 2.20 2.00 2.00 1.00 1.00
4967.00 -3.80 2.00 2.00 1.00 1.00
4963.20 4.60 2.00 2.00 1.00 1.00
4967.80 1.40 2.00 2.00 1.00 1.00
4969.20 11.40 2.00 2.00 1.00 1.00
4980.60 0.60 -2.00 -2.00 -1.00 -1.00
4981.20 -1.60 -2.00 -2.00 -1.00 -1.00
4979.60 1.60 -2.00 -2.00 -1.00 -1.00
4981.20 -0.80 -2.00 -2.00 -1.00 -1.00
4980.40 -2.60 -2.00 -2.00 -1.00 -1.00
4977.80 -1.00 -2.00 -2.00 -1.00 -1.00
4976.80 -0.60 -2.00 -2.00 -1.00 -1.00
